Wind speed,Linear,Nonlinear,IMF1+IMF2,Linear_Subseries,Nonlinear(t-1),Nonlinear(t-2),Nonlinear(t-3),Nonlinear(t-4),Linear_Pred,Nonlinear_Pred,y(t-1),y(t-2),y(t-3),y(t-4),Linear_Subseries_Pred
11.880 ,11.784 ,0.093 ,-0.041 ,11.918 ,-0.150 ,0.099 ,-0.027 ,0.115 ,11.815 ,0.079 ,11.903 ,12.580 ,12.753 ,12.874 ,11.930 
11.650 ,11.654 ,0.000 ,0.037 ,11.600 ,0.093 ,-0.150 ,0.099 ,-0.027 ,11.746 ,0.033 ,11.876 ,11.903 ,12.580 ,12.753 ,11.614 
11.590 ,11.554 ,0.034 ,0.213 ,11.374 ,0.000 ,0.093 ,-0.150 ,0.099 ,11.489 ,-0.015 ,11.654 ,11.876 ,11.903 ,12.580 ,11.314 
11.450 ,11.493 ,-0.042 ,0.243 ,11.209 ,0.034 ,0.000 ,0.093 ,-0.150 ,11.498 ,-0.080 ,11.587 ,11.654 ,11.876 ,11.903 ,11.329 
11.580 ,11.516 ,0.063 ,0.449 ,11.130 ,-0.042 ,0.034 ,0.000 ,0.093 ,11.510 ,0.000 ,11.452 ,11.587 ,11.654 ,11.876 ,11.017 
11.390 ,11.510 ,-0.119 ,0.246 ,11.144 ,0.063 ,-0.042 ,0.034 ,0.000 ,11.576 ,-0.043 ,11.579 ,11.452 ,11.587 ,11.654 ,11.203 
11.590 ,11.376 ,0.212 ,0.360 ,11.228 ,-0.119 ,0.063 ,-0.042 ,0.034 ,11.376 ,0.132 ,11.390 ,11.579 ,11.452 ,11.587 ,11.203 
11.150 ,11.222 ,-0.071 ,-0.200 ,11.352 ,0.212 ,-0.119 ,0.063 ,-0.042 ,11.217 ,-0.162 ,11.588 ,11.390 ,11.579 ,11.452 ,11.362 
11.120 ,11.243 ,-0.121 ,-0.365 ,11.487 ,-0.071 ,0.212 ,-0.119 ,0.063 ,11.191 ,-0.123 ,11.152 ,11.588 ,11.390 ,11.579 ,11.497 
11.380 ,11.297 ,0.082 ,-0.223 ,11.603 ,-0.121 ,-0.071 ,0.212 ,-0.119 ,11.430 ,0.149 ,11.121 ,11.152 ,11.588 ,11.390 ,11.602 
11.410 ,11.211 ,0.194 ,-0.269 ,11.675 ,0.082 ,-0.121 ,-0.071 ,0.212 ,11.151 ,0.098 ,11.380 ,11.121 ,11.152 ,11.588 ,11.689 
11.040 ,11.271 ,-0.233 ,-0.654 ,11.692 ,0.194 ,0.082 ,-0.121 ,-0.071 ,11.071 ,-0.277 ,11.405 ,11.380 ,11.121 ,11.152 ,11.685 
11.780 ,11.796 ,-0.015 ,0.133 ,11.648 ,-0.233 ,0.194 ,0.082 ,-0.121 ,11.691 ,0.012 ,11.038 ,11.405 ,11.380 ,11.121 ,11.668 
12.530 ,12.342 ,0.187 ,0.991 ,11.537 ,-0.015 ,-0.233 ,0.194 ,0.082 ,12.505 ,0.209 ,11.781 ,11.038 ,11.405 ,11.380 ,11.540 
12.120 ,12.189 ,-0.070 ,0.760 ,11.358 ,0.187 ,-0.015 ,-0.233 ,0.194 ,12.297 ,-0.073 ,12.529 ,11.781 ,11.038 ,11.405 ,11.382 
11.400 ,11.388 ,0.010 ,0.261 ,11.136 ,-0.070 ,0.187 ,-0.015 ,-0.233 ,11.470 ,-0.096 ,12.118 ,12.529 ,11.781 ,11.038 ,11.124 
10.600 ,10.648 ,-0.046 ,-0.313 ,10.914 ,0.010 ,-0.070 ,0.187 ,-0.015 ,10.744 ,-0.062 ,11.398 ,12.118 ,12.529 ,11.781 ,10.906 
10.430 ,10.403 ,0.026 ,-0.310 ,10.739 ,-0.046 ,0.010 ,-0.070 ,0.187 ,10.450 ,0.088 ,10.602 ,11.398 ,12.118 ,12.529 ,10.736 
10.480 ,10.427 ,0.052 ,-0.177 ,10.655 ,0.026 ,-0.046 ,0.010 ,-0.070 ,10.450 ,0.068 ,10.428 ,10.602 ,11.398 ,12.118 ,10.637 
10.460 ,10.458 ,0.002 ,-0.236 ,10.697 ,0.052 ,0.026 ,-0.046 ,0.010 ,10.353 ,-0.061 ,10.479 ,10.428 ,10.602 ,11.398 ,10.693 
10.520 ,10.650 ,-0.132 ,-0.323 ,10.841 ,0.002 ,0.052 ,0.026 ,-0.046 ,10.491 ,-0.083 ,10.461 ,10.479 ,10.428 ,10.602 ,10.861 
11.270 ,11.102 ,0.171 ,0.220 ,11.053 ,-0.132 ,0.002 ,0.052 ,0.026 ,11.075 ,0.160 ,10.518 ,10.461 ,10.479 ,10.428 ,11.041 
11.340 ,11.484 ,-0.146 ,0.041 ,11.297 ,0.171 ,-0.132 ,0.002 ,0.052 ,11.526 ,-0.047 ,11.273 ,10.518 ,10.461 ,10.479 ,11.295 
11.770 ,11.592 ,0.182 ,0.236 ,11.538 ,-0.146 ,0.171 ,-0.132 ,0.002 ,11.477 ,0.092 ,11.338 ,11.273 ,10.518 ,10.461 ,11.533 
11.440 ,11.608 ,-0.171 ,-0.310 ,11.746 ,0.182 ,-0.146 ,0.171 ,-0.132 ,11.603 ,-0.152 ,11.774 ,11.338 ,11.273 ,10.518 ,11.751 
11.880 ,11.849 ,0.035 ,-0.018 ,11.903 ,-0.171 ,0.182 ,-0.146 ,0.171 ,11.738 ,0.078 ,11.437 ,11.774 ,11.338 ,11.273 ,11.907 
12.290 ,12.207 ,0.086 ,0.261 ,12.032 ,0.035 ,-0.171 ,0.182 ,-0.146 ,12.264 ,0.112 ,11.884 ,11.437 ,11.774 ,11.338 ,12.004 
12.320 ,12.368 ,-0.045 ,0.153 ,12.170 ,0.086 ,0.035 ,-0.171 ,0.182 ,12.337 ,-0.058 ,12.293 ,11.884 ,11.437 ,11.774 ,12.169 
12.310 ,12.313 ,-0.006 ,-0.012 ,12.319 ,-0.045 ,0.086 ,0.035 ,-0.171 ,12.290 ,-0.038 ,12.323 ,12.293 ,11.884 ,11.437 ,12.333 
12.290 ,12.329 ,-0.038 ,-0.175 ,12.465 ,-0.006 ,-0.045 ,0.086 ,0.035 ,12.270 ,0.005 ,12.307 ,12.323 ,12.293 ,11.884 ,12.471 
12.680 ,12.567 ,0.114 ,0.089 ,12.592 ,-0.038 ,-0.006 ,-0.045 ,0.086 ,12.549 ,0.107 ,12.290 ,12.307 ,12.323 ,12.293 ,12.596 
12.720 ,12.811 ,-0.096 ,0.026 ,12.689 ,0.114 ,-0.038 ,-0.006 ,-0.045 ,12.829 ,-0.075 ,12.681 ,12.290 ,12.307 ,12.323 ,12.689 
12.860 ,12.852 ,0.006 ,0.107 ,12.751 ,-0.096 ,0.114 ,-0.038 ,-0.006 ,12.831 ,0.019 ,12.715 ,12.681 ,12.290 ,12.307 ,12.754 
12.820 ,12.728 ,0.087 ,0.019 ,12.797 ,0.006 ,-0.096 ,0.114 ,-0.038 ,12.762 ,0.067 ,12.858 ,12.715 ,12.681 ,12.290 ,12.783 
12.610 ,12.669 ,-0.060 ,-0.238 ,12.846 ,0.087 ,0.006 ,-0.096 ,0.114 ,12.625 ,-0.066 ,12.815 ,12.858 ,12.715 ,12.681 ,12.848 
12.790 ,12.821 ,-0.032 ,-0.129 ,12.917 ,-0.060 ,0.087 ,0.006 ,-0.096 ,12.776 ,-0.009 ,12.608 ,12.815 ,12.858 ,12.715 ,12.915 
13.150 ,13.044 ,0.107 ,0.143 ,13.009 ,-0.032 ,-0.060 ,0.087 ,0.006 ,13.060 ,0.080 ,12.788 ,12.608 ,12.815 ,12.858 ,13.020 
13.130 ,13.184 ,-0.051 ,0.017 ,13.115 ,0.107 ,-0.032 ,-0.060 ,0.087 ,13.119 ,-0.060 ,13.152 ,12.788 ,12.608 ,12.815 ,13.108 
13.290 ,13.298 ,-0.007 ,0.058 ,13.233 ,-0.051 ,0.107 ,-0.032 ,-0.060 ,13.233 ,-0.029 ,13.132 ,13.152 ,12.788 ,12.608 ,13.228 
13.490 ,13.474 ,0.014 ,0.132 ,13.356 ,-0.007 ,-0.051 ,0.107 ,-0.032 ,13.476 ,0.018 ,13.291 ,13.132 ,13.152 ,12.788 ,13.355 
13.680 ,13.643 ,0.039 ,0.194 ,13.487 ,0.014 ,-0.007 ,-0.051 ,0.107 ,13.641 ,0.027 ,13.489 ,13.291 ,13.132 ,13.152 ,13.483 
13.670 ,13.714 ,-0.047 ,0.033 ,13.634 ,0.039 ,0.014 ,-0.007 ,-0.051 ,13.687 ,-0.042 ,13.681 ,13.489 ,13.291 ,13.132 ,13.628 
13.830 ,13.753 ,0.079 ,0.025 ,13.807 ,-0.047 ,0.039 ,0.014 ,-0.007 ,13.719 ,0.015 ,13.667 ,13.681 ,13.489 ,13.291 ,13.802 
13.810 ,13.893 ,-0.086 ,-0.210 ,14.017 ,0.079 ,-0.047 ,0.039 ,0.014 ,13.847 ,-0.070 ,13.832 ,13.667 ,13.681 ,13.489 ,14.010 
14.270 ,14.216 ,0.058 ,0.001 ,14.272 ,-0.086 ,0.079 ,-0.047 ,0.039 ,14.100 ,0.056 ,13.807 ,13.832 ,13.667 ,13.681 ,14.264 
14.650 ,14.639 ,0.010 ,0.081 ,14.568 ,0.058 ,-0.086 ,0.079 ,-0.047 ,14.589 ,0.007 ,14.273 ,13.807 ,13.832 ,13.667 ,14.566 
15.150 ,15.098 ,0.053 ,0.253 ,14.898 ,0.010 ,0.058 ,-0.086 ,0.079 ,14.945 ,-0.030 ,14.649 ,14.273 ,13.807 ,13.832 ,14.888 
15.440 ,15.551 ,-0.114 ,0.183 ,15.254 ,0.053 ,0.010 ,0.058 ,-0.086 ,15.493 ,-0.111 ,15.151 ,14.649 ,14.273 ,13.807 ,15.249 
16.010 ,15.889 ,0.124 ,0.386 ,15.627 ,-0.114 ,0.053 ,0.010 ,0.058 ,15.888 ,0.081 ,15.437 ,15.151 ,14.649 ,14.273 ,15.623 
15.970 ,15.942 ,0.025 ,-0.013 ,15.980 ,0.124 ,-0.114 ,0.053 ,0.010 ,16.013 ,-0.040 ,16.013 ,15.437 ,15.151 ,14.649 ,15.998 
15.650 ,15.794 ,-0.143 ,-0.590 ,16.241 ,0.025 ,0.124 ,-0.114 ,0.053 ,15.753 ,-0.128 ,15.967 ,16.013 ,15.437 ,15.151 ,16.281 
15.990 ,15.782 ,0.204 ,-0.357 ,16.344 ,-0.143 ,0.025 ,0.124 ,-0.114 ,15.720 ,0.111 ,15.651 ,15.967 ,16.013 ,15.437 ,16.357 
15.960 ,16.014 ,-0.052 ,-0.297 ,16.259 ,0.204 ,-0.143 ,0.025 ,0.124 ,16.028 ,-0.123 ,15.986 ,15.651 ,15.967 ,16.013 ,16.274 
16.050 ,16.136 ,-0.086 ,0.080 ,15.971 ,-0.052 ,0.204 ,-0.143 ,0.025 ,16.238 ,-0.104 ,15.962 ,15.986 ,15.651 ,15.967 ,16.002 
15.890 ,15.781 ,0.109 ,0.407 ,15.484 ,-0.086 ,-0.052 ,0.204 ,-0.143 ,15.907 ,0.077 ,16.051 ,15.962 ,15.986 ,15.651 ,15.505 
15.170 ,15.061 ,0.107 ,0.358 ,14.810 ,0.109 ,-0.086 ,-0.052 ,0.204 ,15.175 ,-0.019 ,15.891 ,16.051 ,15.962 ,15.986 ,14.854 
14.340 ,14.468 ,-0.126 ,0.381 ,13.961 ,0.107 ,0.109 ,-0.086 ,-0.052 ,14.498 ,-0.227 ,15.168 ,15.891 ,16.051 ,15.962 ,13.998 
13.950 ,13.961 ,-0.014 ,0.987 ,12.960 ,-0.126 ,0.107 ,0.109 ,-0.086 ,14.315 ,-0.047 ,14.342 ,15.168 ,15.891 ,16.051 ,12.989 
12.960 ,12.840 ,0.123 ,1.079 ,11.884 ,-0.014 ,-0.126 ,0.107 ,0.109 ,13.315 ,0.109 ,13.947 ,14.342 ,15.168 ,15.891 ,11.868 
11.110 ,10.899 ,0.209 ,0.261 ,10.847 ,0.123 ,-0.014 ,-0.126 ,0.107 ,11.198 ,-0.055 ,12.963 ,13.947 ,14.342 ,15.168 ,10.835 
8.650 ,9.069 ,-0.414 ,-1.311 ,9.966 ,0.209 ,0.123 ,-0.014 ,-0.126 ,9.144 ,-0.459 ,11.108 ,12.963 ,13.947 ,14.342 ,9.946 
8.710 ,8.511 ,0.199 ,-0.648 ,9.358 ,-0.414 ,0.209 ,0.123 ,-0.014 ,8.375 ,0.196 ,8.655 ,11.108 ,12.963 ,13.947 ,9.325 
9.350 ,9.089 ,0.260 ,0.241 ,9.108 ,0.199 ,-0.414 ,0.209 ,0.123 ,9.100 ,0.151 ,8.710 ,8.655 ,11.108 ,12.963 ,9.084 
9.340 ,9.789 ,-0.449 ,0.177 ,9.164 ,0.260 ,0.199 ,-0.414 ,0.209 ,9.613 ,-0.365 ,9.349 ,8.710 ,8.655 ,11.108 ,9.212 
10.500 ,9.982 ,0.516 ,1.060 ,9.438 ,-0.449 ,0.260 ,0.199 ,-0.414 ,9.951 ,0.212 ,9.340 ,9.349 ,8.710 ,8.655 ,9.398 
9.220 ,9.715 ,-0.494 ,-0.606 ,9.827 ,0.516 ,-0.449 ,0.260 ,0.199 ,9.853 ,-0.396 ,10.498 ,9.340 ,9.349 ,8.710 ,9.836 
10.050 ,9.645 ,0.404 ,-0.119 ,10.167 ,-0.494 ,0.516 ,-0.449 ,0.260 ,9.389 ,0.287 ,9.221 ,10.498 ,9.340 ,9.349 ,10.213 
9.800 ,9.923 ,-0.126 ,-0.551 ,10.348 ,0.404 ,-0.494 ,0.516 ,-0.449 ,10.095 ,-0.167 ,10.049 ,9.221 ,10.498 ,9.340 ,10.329 
10.410 ,10.503 ,-0.091 ,0.037 ,10.375 ,-0.126 ,0.404 ,-0.494 ,0.516 ,10.118 ,-0.120 ,9.797 ,10.049 ,9.221 ,10.498 ,10.344 
11.180 ,10.970 ,0.208 ,0.899 ,10.279 ,-0.091 ,-0.126 ,0.404 ,-0.494 ,11.179 ,0.115 ,10.413 ,9.797 ,10.049 ,9.221 ,10.293 
10.580 ,10.728 ,-0.148 ,0.486 ,10.095 ,0.208 ,-0.091 ,-0.126 ,0.404 ,10.951 ,-0.163 ,11.179 ,10.413 ,9.797 ,10.049 ,10.100 
9.990 ,9.798 ,0.192 ,0.129 ,9.861 ,-0.148 ,0.208 ,-0.091 ,-0.126 ,9.912 ,0.032 ,10.581 ,11.179 ,10.413 ,9.797 ,9.869 
8.750 ,8.937 ,-0.184 ,-0.868 ,9.621 ,0.192 ,-0.148 ,0.208 ,-0.091 ,8.932 ,-0.215 ,9.990 ,10.581 ,11.179 ,10.413 ,9.615 
9.240 ,8.950 ,0.295 ,-0.173 ,9.418 ,-0.184 ,0.192 ,-0.148 ,0.208 ,8.808 ,0.070 ,8.754 ,9.990 ,10.581 ,11.179 ,9.403 
9.270 ,9.472 ,-0.205 ,-0.025 ,9.292 ,0.295 ,-0.184 ,0.192 ,-0.148 ,9.618 ,-0.281 ,9.245 ,8.754 ,9.990 ,10.581 ,9.283 
9.470 ,9.640 ,-0.170 ,0.185 ,9.284 ,-0.205 ,0.295 ,-0.184 ,0.192 ,9.597 ,-0.028 ,9.268 ,9.245 ,8.754 ,9.990 ,9.264 
10.110 ,9.232 ,0.875 ,0.696 ,9.411 ,-0.170 ,-0.205 ,0.295 ,-0.184 ,9.283 ,0.384 ,9.470 ,9.268 ,9.245 ,8.754 ,9.401 
8.240 ,9.111 ,-0.874 ,-1.409 ,9.647 ,0.875 ,-0.170 ,-0.205 ,0.295 ,8.796 ,-0.970 ,10.107 ,9.470 ,9.268 ,9.245 ,9.661 
10.510 ,10.248 ,0.263 ,0.555 ,9.956 ,-0.874 ,0.875 ,-0.170 ,-0.205 ,9.794 ,0.156 ,8.237 ,10.107 ,9.470 ,9.268 ,9.941 
12.180 ,11.781 ,0.394 ,1.873 ,10.302 ,0.263 ,-0.874 ,0.875 ,-0.170 ,12.081 ,0.239 ,10.511 ,8.237 ,10.107 ,9.470 ,10.290 
12.250 ,12.475 ,-0.223 ,1.602 ,10.650 ,0.394 ,0.263 ,-0.874 ,0.875 ,12.164 ,-0.344 ,12.175 ,10.511 ,8.237 ,10.107 ,10.640 
12.290 ,12.293 ,0.002 ,1.325 ,10.969 ,-0.223 ,0.394 ,0.263 ,-0.874 ,12.320 ,-0.286 ,12.252 ,12.175 ,10.511 ,8.237 ,10.967 
12.000 ,11.921 ,0.075 ,0.745 ,11.252 ,0.002 ,-0.223 ,0.394 ,0.263 ,12.118 ,-0.090 ,12.295 ,12.252 ,12.175 ,10.511 ,11.241 
11.750 ,11.658 ,0.096 ,0.260 ,11.494 ,0.075 ,0.002 ,-0.223 ,0.394 ,11.785 ,0.001 ,11.996 ,12.295 ,12.252 ,12.175 ,11.498 
11.330 ,11.314 ,0.017 ,-0.363 ,11.694 ,0.096 ,0.075 ,0.002 ,-0.223 ,11.370 ,-0.190 ,11.754 ,11.996 ,12.295 ,12.252 ,11.694 
10.970 ,10.950 ,0.024 ,-0.876 ,11.849 ,0.017 ,0.096 ,0.075 ,0.002 ,10.930 ,-0.243 ,11.331 ,11.754 ,11.996 ,12.295 ,11.853 
10.660 ,10.899 ,-0.239 ,-1.295 ,11.955 ,0.024 ,0.017 ,0.096 ,0.075 ,10.812 ,-0.165 ,10.973 ,11.331 ,11.754 ,11.996 ,11.958 
11.700 ,11.257 ,0.441 ,-0.314 ,12.012 ,-0.239 ,0.024 ,0.017 ,0.096 ,11.188 ,0.306 ,10.660 ,10.973 ,11.331 ,11.754 ,12.014 
11.340 ,11.654 ,-0.314 ,-0.693 ,12.033 ,0.441 ,-0.239 ,0.024 ,0.017 ,11.672 ,-0.298 ,11.699 ,10.660 ,10.973 ,11.331 ,12.032 
12.250 ,12.009 ,0.243 ,0.223 ,12.029 ,-0.314 ,0.441 ,-0.239 ,0.024 ,11.718 ,0.007 ,11.339 ,11.699 ,10.660 ,10.973 ,12.033 
12.070 ,12.378 ,-0.312 ,0.050 ,12.016 ,0.243 ,-0.314 ,0.441 ,-0.239 ,12.449 ,-0.206 ,12.252 ,11.339 ,11.699 ,10.660 ,12.015 
13.010 ,12.688 ,0.320 ,1.000 ,12.007 ,-0.312 ,0.243 ,-0.314 ,0.441 ,12.650 ,0.279 ,12.066 ,12.252 ,11.339 ,11.699 ,12.005 
12.650 ,12.667 ,-0.022 ,0.631 ,12.014 ,0.320 ,-0.312 ,0.243 ,-0.314 ,12.805 ,-0.108 ,13.007 ,12.066 ,12.252 ,11.339 ,12.012 
12.170 ,12.427 ,-0.254 ,0.139 ,12.035 ,-0.022 ,0.320 ,-0.312 ,0.243 ,12.316 ,-0.241 ,12.645 ,13.007 ,12.066 ,12.252 ,12.039 
12.460 ,12.219 ,0.239 ,0.391 ,12.067 ,-0.254 ,-0.022 ,0.320 ,-0.312 ,12.378 ,0.225 ,12.173 ,12.645 ,13.007 ,12.066 ,12.064 
12.060 ,12.047 ,0.010 ,-0.049 ,12.106 ,0.239 ,-0.254 ,-0.022 ,0.320 ,12.098 ,-0.009 ,12.458 ,12.173 ,12.645 ,13.007 ,12.106 
11.720 ,11.882 ,-0.161 ,-0.429 ,12.149 ,0.010 ,0.239 ,-0.254 ,-0.022 ,11.846 ,-0.133 ,12.057 ,12.458 ,12.173 ,12.645 ,12.148 
11.870 ,11.774 ,0.097 ,-0.322 ,12.193 ,-0.161 ,0.010 ,0.239 ,-0.254 ,11.789 ,0.091 ,11.720 ,12.057 ,12.458 ,12.173 ,12.193 
11.830 ,11.818 ,0.016 ,-0.398 ,12.232 ,0.097 ,-0.161 ,0.010 ,0.239 ,11.778 ,0.054 ,11.871 ,11.720 ,12.057 ,12.458 ,12.234 
12.010 ,12.061 ,-0.050 ,-0.254 ,12.264 ,0.016 ,0.097 ,-0.161 ,0.010 ,11.949 ,-0.008 ,11.835 ,11.871 ,11.720 ,12.057 ,12.266 
12.410 ,12.394 ,0.019 ,0.129 ,12.284 ,-0.050 ,0.016 ,0.097 ,-0.161 ,12.375 ,0.023 ,12.011 ,11.835 ,11.871 ,11.720 ,12.287 
12.670 ,12.590 ,0.080 ,0.383 ,12.286 ,0.019 ,-0.050 ,0.016 ,0.097 ,12.613 ,0.027 ,12.413 ,12.011 ,11.835 ,11.871 ,12.289 
12.280 ,12.435 ,-0.151 ,0.016 ,12.268 ,0.080 ,0.019 ,-0.050 ,0.016 ,12.548 ,-0.091 ,12.669 ,12.413 ,12.011 ,11.835 ,12.270 
12.240 ,12.075 ,0.167 ,0.009 ,12.233 ,-0.151 ,0.080 ,0.019 ,-0.050 ,12.059 ,0.118 ,12.284 ,12.669 ,12.413 ,12.011 ,12.232 
11.810 ,11.864 ,-0.057 ,-0.380 ,12.187 ,0.167 ,-0.151 ,0.080 ,0.019 ,11.876 ,-0.075 ,12.242 ,12.284 ,12.669 ,12.413 ,12.190 
12.110 ,12.097 ,0.009 ,-0.028 ,12.134 ,-0.057 ,0.167 ,-0.151 ,0.080 ,11.926 ,-0.044 ,11.807 ,12.242 ,12.284 ,12.669 ,12.136 
12.400 ,12.472 ,-0.067 ,0.329 ,12.075 ,0.009 ,-0.057 ,0.167 ,-0.151 ,12.606 ,-0.022 ,12.106 ,11.807 ,12.242 ,12.284 ,12.079 
12.550 ,12.432 ,0.114 ,0.531 ,12.015 ,-0.067 ,0.009 ,-0.057 ,0.167 ,12.495 ,0.115 ,12.404 ,12.106 ,11.807 ,12.242 ,12.016 
12.080 ,11.967 ,0.109 ,0.123 ,11.954 ,0.114 ,-0.067 ,0.009 ,-0.057 ,11.977 ,-0.038 ,12.546 ,12.404 ,12.106 ,11.807 ,11.954 
11.370 ,11.669 ,-0.297 ,-0.527 ,11.899 ,0.109 ,0.114 ,-0.067 ,0.009 ,11.596 ,-0.276 ,12.076 ,12.546 ,12.404 ,12.106 ,11.896 
12.120 ,11.893 ,0.224 ,0.260 ,11.857 ,-0.297 ,0.109 ,0.114 ,-0.067 ,11.883 ,0.206 ,11.371 ,12.076 ,12.546 ,12.404 ,11.856 
12.270 ,12.201 ,0.064 ,0.432 ,11.833 ,0.224 ,-0.297 ,0.109 ,0.114 ,12.291 ,0.021 ,12.117 ,11.371 ,12.076 ,12.546 ,11.833 
12.040 ,12.161 ,-0.118 ,0.223 ,11.820 ,0.064 ,0.224 ,-0.297 ,0.109 ,12.095 ,-0.188 ,12.265 ,12.117 ,11.371 ,12.076 ,11.828 
11.940 ,11.869 ,0.069 ,0.126 ,11.812 ,-0.118 ,0.064 ,0.224 ,-0.297 ,11.925 ,-0.038 ,12.043 ,12.265 ,12.117 ,11.371 ,11.811 
11.600 ,11.631 ,-0.036 ,-0.205 ,11.800 ,0.069 ,-0.118 ,0.064 ,0.224 ,11.694 ,-0.026 ,11.938 ,12.043 ,12.265 ,12.117 ,11.801 
11.670 ,11.598 ,0.076 ,-0.091 ,11.765 ,-0.036 ,0.069 ,-0.118 ,0.064 ,11.557 ,0.058 ,11.595 ,11.938 ,12.043 ,12.265 ,11.780 
11.730 ,11.670 ,0.057 ,0.032 ,11.695 ,0.076 ,-0.036 ,0.069 ,-0.118 ,11.679 ,-0.073 ,11.674 ,11.595 ,11.938 ,12.043 ,11.693 
11.570 ,11.739 ,-0.171 ,-0.032 ,11.600 ,0.057 ,0.076 ,-0.036 ,0.069 ,11.703 ,-0.182 ,11.727 ,11.674 ,11.595 ,11.938 ,11.593 
11.810 ,11.704 ,0.106 ,0.305 ,11.505 ,-0.171 ,0.057 ,0.076 ,-0.036 ,11.775 ,0.124 ,11.569 ,11.727 ,11.674 ,11.595 ,11.499 
11.540 ,11.512 ,0.032 ,0.112 ,11.432 ,0.106 ,-0.171 ,0.057 ,0.076 ,11.563 ,0.058 ,11.810 ,11.569 ,11.727 ,11.674 ,11.430 
11.440 ,11.405 ,0.035 ,0.047 ,11.394 ,0.032 ,0.106 ,-0.171 ,0.057 ,11.277 ,-0.052 ,11.544 ,11.810 ,11.569 ,11.727 ,11.397 
11.480 ,11.644 ,-0.163 ,0.089 ,11.393 ,0.035 ,0.032 ,0.106 ,-0.171 ,11.577 ,-0.142 ,11.440 ,11.544 ,11.810 ,11.569 ,11.390 
12.030 ,11.986 ,0.048 ,0.601 ,11.433 ,-0.163 ,0.035 ,0.032 ,0.106 ,12.079 ,0.149 ,11.481 ,11.440 ,11.544 ,11.810 ,11.423 
12.010 ,11.837 ,0.169 ,0.488 ,11.519 ,0.048 ,-0.163 ,0.035 ,0.032 ,12.012 ,0.170 ,12.034 ,11.481 ,11.440 ,11.544 ,11.510 
11.040 ,11.249 ,-0.207 ,-0.612 ,11.655 ,0.169 ,0.048 ,-0.163 ,0.035 ,11.178 ,-0.171 ,12.006 ,12.034 ,11.481 ,11.440 ,11.645 
11.060 ,11.007 ,0.048 ,-0.792 ,11.847 ,-0.207 ,0.169 ,0.048 ,-0.163 ,10.888 ,0.061 ,11.043 ,12.006 ,12.034 ,11.481 ,11.836 
11.450 ,11.490 ,-0.037 ,-0.645 ,12.098 ,0.048 ,-0.207 ,0.169 ,0.048 ,11.448 ,0.104 ,11.055 ,11.043 ,12.006 ,12.034 ,12.087 
12.270 ,12.233 ,0.039 ,-0.141 ,12.412 ,-0.037 ,0.048 ,-0.207 ,0.169 ,12.136 ,0.152 ,11.453 ,11.055 ,11.043 ,12.006 ,12.400 
12.590 ,12.610 ,-0.023 ,-0.202 ,12.788 ,0.039 ,-0.037 ,0.048 ,-0.207 ,12.574 ,0.034 ,12.272 ,11.453 ,11.055 ,11.043 ,12.776 
12.730 ,12.728 ,-0.001 ,-0.484 ,13.211 ,-0.023 ,0.039 ,-0.037 ,0.048 ,12.559 ,0.012 ,12.586 ,12.272 ,11.453 ,11.055 ,13.205 
12.980 ,13.121 ,-0.140 ,-0.668 ,13.649 ,-0.001 ,-0.023 ,0.039 ,-0.037 ,12.988 ,0.031 ,12.727 ,12.586 ,12.272 ,11.453 ,13.652 
14.110 ,13.916 ,0.193 ,0.040 ,14.069 ,-0.140 ,-0.001 ,-0.023 ,0.039 ,13.799 ,0.249 ,12.981 ,12.727 ,12.586 ,12.272 ,14.068 
14.600 ,14.710 ,-0.108 ,0.167 ,14.434 ,0.193 ,-0.140 ,-0.001 ,-0.023 ,14.620 ,-0.040 ,14.108 ,12.981 ,12.727 ,12.586 ,14.441 
15.180 ,15.199 ,-0.017 ,0.472 ,14.711 ,-0.108 ,0.193 ,-0.140 ,-0.001 ,15.076 ,0.007 ,14.601 ,14.108 ,12.981 ,12.727 ,14.721 
15.360 ,15.331 ,0.025 ,0.493 ,14.863 ,-0.017 ,-0.108 ,0.193 ,-0.140 ,15.435 ,0.075 ,15.183 ,14.601 ,14.108 ,12.981 ,14.882 
15.160 ,15.178 ,-0.020 ,0.290 ,14.868 ,0.025 ,-0.017 ,-0.108 ,0.193 ,15.246 ,0.057 ,15.356 ,15.183 ,14.601 ,14.108 ,14.884 
14.970 ,14.869 ,0.098 ,0.222 ,14.745 ,-0.020 ,0.025 ,-0.017 ,-0.108 ,14.938 ,0.058 ,15.158 ,15.356 ,15.183 ,14.601 ,14.734 
14.410 ,14.527 ,-0.120 ,-0.119 ,14.526 ,0.098 ,-0.020 ,0.025 ,-0.017 ,14.609 ,-0.121 ,14.967 ,15.158 ,15.356 ,15.183 ,14.545 
14.210 ,14.215 ,-0.003 ,-0.030 ,14.242 ,-0.120 ,0.098 ,-0.020 ,0.025 ,14.289 ,0.055 ,14.407 ,14.967 ,15.158 ,15.356 ,14.250 
13.980 ,13.872 ,0.112 ,0.060 ,13.925 ,-0.003 ,-0.120 ,0.098 ,-0.020 ,13.975 ,0.132 ,14.212 ,14.407 ,14.967 ,15.158 ,13.936 
13.490 ,13.498 ,-0.011 ,-0.119 ,13.605 ,0.112 ,-0.003 ,-0.120 ,0.098 ,13.530 ,-0.059 ,13.985 ,14.212 ,14.407 ,14.967 ,13.608 
